,Heading,Revewe,Description,URL,image
219,AWS Cloud Support Associate,6.4K reviews,"Skills you'll gain: AWS Identity and Access Management (IAM), Infrastructure as Code (IaC), Command-Line Interface, Amazon CloudWatch, AWS CloudFormation, Root Cause Analysis, Amazon DynamoDB, Customer Relationship Building, Network Troubleshooting, Amazon Web Services, Customer Relationship Management, Software Architecture, IT Automation, Linux Commands, Cloud Computing, Technical Support, Web Applications, Information Technology, Customer Service, Software Development",https://www.coursera.org/professional-certificates/aws-cloud-support-associate,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/92/c0b1d620904ec197c8e4f3560a7cd7/AdobeStock_153509219--full_res_FINAL-download-CSA_ProfCertFeb2024.jpeg?auto=format%2C%20compress%2C%20enhance&dpr=1&w=265&h=216&fit=crop&q=50
220,AI for Medicine,2.4K reviews,"Skills you'll gain: Deep Learning, Statistical Analysis, Clinical Trials, Feature Engineering, Risk Modeling, Treatment Planning, Data Analysis, Precision Medicine, Decision Tree Learning, Predictive Modeling, Patient Treatment, Image Analysis, Machine Learning Methods, Applied Machine Learning, AI Personalization, Machine Learning, Random Forest Algorithm, Artificial Intelligence and Machine Learning (AI/ML), Data Processing, Medical Imaging",https://www.coursera.org/specializations/ai-for-medicine,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/28/5c270e9a294a86a5522300d31c6108/Specialization-Logo.png?auto=format%2C%20compress%2C%20enhance&dpr=1&w=265&h=216&fit=crop&q=50
221,Foundations of Management,5.3K reviews,"Skills you'll gain: Financial Statement Analysis, Financial Statements, Marketing Strategies, Strategic Marketing, Marketing, Accounting, Organizational Leadership, Brand Management, Income Statement, Cash Flows, Brand Marketing, Balance Sheet, People Management, Operational Analysis, Team Management, Working Capital, Financial Analysis, Business Analysis, Leadership, Finance",https://www.coursera.org/specializations/foundations-management,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/a1/0c8e936419472b82c39d22b5f5384f/0.1_E-Foundations-of-Management.png?auto=format%2C%20compress%2C%20enhance&dpr=1&w=265&h=216&fit=crop&q=50
222,Project Execution: Running the Project,9.6K reviews,"Skills you'll gain: Quality Management, Project Management Life Cycle, Project Closure, Project Management, Continuous Improvement Process, Project Controls, Quality Assessment, Team Management, Data-Driven Decision-Making, Project Documentation, Stakeholder Communications, Risk Management, Technical Communication, Meeting Facilitation, Strategic Thinking",https://www.coursera.org/learn/project-execution-google,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/76/e6ea72882d490ca05f53007e811b92/1200x600_certsResize_1.png?auto=format%2Ccompress&dpr=2&blur=200&px=8&max-w=265
223,Human Resource Management: HR for People Managers,15K reviews,"Skills you'll gain: Performance Management, Performance Appraisal, Performance Review, Compensation Management, Compensation Strategy, Compensation and Benefits, Constructive Feedback, Workforce Planning, Human Resource Strategy, Human Resources, Employee Onboarding, Recruitment, Employee Performance Management, Recruitment Strategies, Human Capital, Compensation Analysis, Talent Acquisition, Human Resources Management and Planning, People Management, Job Analysis",https://www.coursera.org/specializations/human-resource-management,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/de/14dab0b33711e59d33114424704df2/IMG_8691-2036.jpg?auto=format%2Ccompress&dpr=2&blur=200&px=8&max-w=265
224,Data Structures and Algorithms,17K reviews,"Skills you'll gain: Data Structures, Graph Theory, Algorithms, Network Routing, Program Development, Network Model, Bioinformatics, Operations Research, Data Storage, Development Testing, Test Engineering, Theoretical Computer Science, Computational Thinking, Network Analysis, Test Case, Programming Principles, Computer Programming, Epidemiology, Software Testing, Debugging",https://www.coursera.org/specializations/data-structures-algorithms,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/2a/34a150d9ad11e5bd22cb7d7d7686df/logo3.png?auto=format%2Ccompress&dpr=2&blur=200&px=8&max-w=265
225,IBM Introduction to Machine Learning,3K reviews,"Skills you'll gain: Exploratory Data Analysis, Unsupervised Learning, Supervised Learning, Feature Engineering, Regression Analysis, Dimensionality Reduction, Data Cleansing, Data Access, Data Analysis, Predictive Modeling, Statistical Inference, Statistical Hypothesis Testing, Data Quality, Machine Learning, Data Science, Machine Learning Algorithms, Classification And Regression Tree (CART), Scikit Learn (Machine Learning Library), Statistical Modeling, Applied Machine Learning",https://www.coursera.org/specializations/ibm-intro-machine-learning,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/8d/bb77a93c14433cb346ef97f5425c0a/ML_Graphic.png?auto=format%2Ccompress&dpr=2&blur=200&px=8&max-w=265
226,Introduction to Financial Accounting,8.3K reviews,"Skills you'll gain: Financial Statements, Financial Statement Analysis, Financial Reporting, Financial Accounting, Balance Sheet, Accrual Accounting, Financial Analysis, Accounting, Cash Flows, Income Statement, Bookkeeping, Revenue Recognition, Depreciation",https://www.coursera.org/learn/wharton-accounting,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/b5/edc5c0e99011e6920bd9039f8ce9e5/Accounting_Coursera_Course_Thumb.png?auto=format%2Ccompress&dpr=2&blur=200&px=8&max-w=265
227,Stanford Introduction to Food and Health,34K reviews,"Skills you'll gain: Cooking, Nutrition and Diet, Preventative Care, Food and Beverage, Public Health and Disease Prevention, Behavioral Health, Clinical Nutrition, Chronic Diseases, Health Informatics",https://www.coursera.org/learn/food-and-health,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/b0/aae5e0b59611e58ae18543e6165465/fruit-bowl.jpg?auto=format%2Ccompress&dpr=2&blur=200&px=8&max-w=265
228,Private Equity and Venture Capital,8.8K reviews,"Skills you'll gain: Private Equity, Business Valuation, Entrepreneurial Finance, Capital Markets, Mergers & Acquisitions, Investments, Financial Management, Legal Risk, Tax Laws, Entrepreneurship, Due Diligence, Cash Flows",https://www.coursera.org/learn/private-equity,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/39/e5acd0346611e5b80461999c2a9a44/financial.jpg?auto=format%2C%20compress%2C%20enhance&dpr=1&w=265&h=216&q=50&fit=crop
229,Agile Project Management,15K reviews,"Skills you'll gain: Agile Project Management, Backlogs, Agile Methodology, User Story, Sprint Planning, Agile Product Development, Product Roadmaps, Sprint Retrospectives, Kanban Principles, Coaching, Team Management, Organizational Change, Prioritization, Problem Solving, Influencing",https://www.coursera.org/learn/agile-project-management,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/11/db32edad03442786abc8aba72e758b/1200x600_certsResize_3-1-.png?auto=format%2C%20compress%2C%20enhance&dpr=1&w=265&h=216&fit=crop&q=50
230,Microsoft Cloud Support Associate,1.1K reviews,"Skills you'll gain: Microsoft 365, Network Security, Cloud Management, Microsoft Azure, Business Software, Computer Hardware, Virtual Machines, Identity and Access Management, Cybersecurity, Network Troubleshooting, Desktop Support, Virtual Private Networks (VPN), Azure Active Directory, Technical Support, Hardware Troubleshooting, Hardware Architecture, System Monitoring, Disaster Recovery, Cloud Computing, Network Protocols",https://www.coursera.org/professional-certificates/microsoft-cloud-support-associate,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/fe/3d676089c4461bbdcd6423d473d4fa/GettyImages-943067460.jpg?auto=format%2C%20compress%2C%20enhance&dpr=1&w=265&h=216&fit=crop&q=50
231,Meta Data Analyst,1.5K reviews,"Skills you'll gain: Data Storytelling, Data Presentation, Business Metrics, Key Performance Indicators (KPIs), Data Management, Data Collection, Data Governance, Bayesian Statistics, Data Visualization, Descriptive Statistics, Statistical Hypothesis Testing, Information Privacy, Data Cleansing, Pandas (Python Package), Data Analysis, Data Visualization Software, Spreadsheet Software, Exploratory Data Analysis, SQL, Python Programming",https://www.coursera.org/professional-certificates/meta-data-analyst,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/eb/4265a84a3b4eb791fe85690d4d8286/Meta-Data-Analyst.png?auto=format%2C%20compress%2C%20enhance&dpr=1&w=265&h=216&fit=crop&q=50
232,Meta React,3.4K reviews,"Skills you'll gain: Jest (JavaScript Testing Framework), React.js, Web Development Tools, Web Applications, Event-Driven Programming, JavaScript Frameworks, Application Development, API Design, UI Components, Unit Testing, TypeScript, Front-End Web Development, HTML and CSS, Javascript, Integration Testing",https://www.coursera.org/specializations/meta-react-specialization,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/cf/8069c77d7b4de9a84798e504dfaf88/Meta-React.png?auto=format%2C%20compress%2C%20enhance&dpr=1&w=265&h=216&fit=crop&q=50
233,Instructional Design Foundations and Applications,785 reviews,"Skills you'll gain: Instructional and Curriculum Design, Needs Assessment, Instructional Design, Learning Theory, Diversity and Inclusion, Education and Training, Systems Analysis, Job Analysis, Analysis",https://www.coursera.org/learn/instructional-design-foundations-applications,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/5e/a181c68e314bd398e2a3dd03c4c8a9/Screenshot-2025-02-19-at-4.03.19-PM.png?auto=format%2C%20compress%2C%20enhance&dpr=1&w=265&h=216&fit=crop&q=50
234,Microsoft Full-Stack Developer,172 reviews,"Skills you'll gain: CI/CD, GitHub, C# (Programming Language), HTML and CSS, Load Balancing, Continuous Integration, Git (Version Control System), Role-Based Access Control (RBAC), Scalability, Object Oriented Programming (OOP), Authentications, ASP.NET, Full-Stack Web Development, Web Development, Debugging, SQL, Application Deployment, Microsoft Copilot, .NET Framework, Graph Theory",https://www.coursera.org/professional-certificates/microsoft-full-stack-developer,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/b9/1a78ad4cb14f85bc8290dbc2e6ac55/MicrosoftFullStackDeveloperProfessionalCertificate_Logo.png?auto=format%2Ccompress&dpr=2&blur=200&px=8&max-w=265
235,Google Cloud Database Engineer,49K reviews,"Skills you'll gain: Google Cloud Platform, Cloud Infrastructure, Application Deployment, Prompt Engineering, Kubernetes, Containerization, Database Architecture and Administration, MySQL, Cloud Computing Architecture, PostgreSQL, Identity and Access Management, Cloud Storage, Data Migration, Cloud Services, Database Administration, Generative AI, Cloud Security, Cloud Applications, Operational Databases, Database Management",https://www.coursera.org/specializations/google-cloud-database-engineer,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/ee/ab61e2b9f9418c9ea7aa0d26044599/super-cloud-coursera-logo.png?auto=format%2Ccompress&dpr=2&blur=200&px=8&max-w=265
236,Linear Algebra for Machine Learning and Data Science,2K reviews,"Skills you'll gain: Linear Algebra, NumPy, Dimensionality Reduction, Machine Learning Methods, Jupyter, Data Manipulation, Data Science, Applied Mathematics, Machine Learning, Python Programming, Artificial Intelligence",https://www.coursera.org/learn/machine-learning-linear-algebra,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/f5/50193edade4c4a9e48e60f8a6dd4e4/LA-DL_Square_Banner_Coursera_800x800.png?auto=format%2Ccompress&dpr=2&blur=200&px=8&max-w=265
237,Modern and Contemporary Art and Design,15K reviews,"Skills you'll gain: Art History, Performing Arts, Photography, Liberal Arts, Aesthetics, Creativity, Electronic Media, Culture, Cultural Diversity, Media and Communications, Innovation, Social Justice, Design, Journalism, Storytelling, Architectural Design, Design Elements And Principles, Multimedia, Environmental Issue, Photo/Video Production and Technology",https://www.coursera.org/specializations/modern-contemporary-art-design,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/7f/4cd8b5440f47bf97c1ee1b42575bbc/Van-gogh_3.jpg?auto=format%2Ccompress&dpr=2&blur=200&px=8&max-w=265
238,Game Theory,4.8K reviews,"Skills you'll gain: Game Theory, Strategic Decision-Making, Mathematical Modeling, Graph Theory, Bayesian Statistics, Behavioral Economics, Probability, Economics, Problem Solving, Algorithms",https://www.coursera.org/learn/game-theory-1,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/dc/9f98f0336111e69f8b4d7acdaafbd1/Brueghel-Children.jpg?auto=format%2Ccompress&dpr=2&blur=200&px=8&max-w=265
239,Artificial Intelligence in Marketing,298 reviews,"Skills you'll gain: Marketing Strategies, Digital Transformation, Marketing, Marketing Analytics, Data-Driven Decision-Making, Artificial Intelligence, Digital Marketing, Algorithms, Business Strategy, Competitive Analysis, Network Analysis, Customer experience improvement, Customer Engagement",https://www.coursera.org/learn/uva-darden-artificial-intelligence-marketing,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/89/7cf5eb5d4744428e0f3480931a479a/ai-course-image-01.png?auto=format%2Ccompress&dpr=2&blur=200&px=8&max-w=265
240,Microsoft IT Support Specialist,1.1K reviews,"Skills you'll gain: Microsoft 365, Network Security, Business Software, Computer Hardware, Cybersecurity, Desktop Support, Virtual Private Networks (VPN), Network Troubleshooting, Technical Support, Hardware Troubleshooting, Hardware Architecture, Generative AI, Operating Systems, Collaborative Software, System Support, Network Protocols, TCP/IP, Application Security, Microsoft Teams, Cloud Computing",https://www.coursera.org/professional-certificates/microsoft-it-support-specialist,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/e8/ca32b9ded74565b577787092c37763/Microsoft-IT-Support-Specialist.png?auto=format%2C%20compress%2C%20enhance&dpr=1&w=265&h=216&q=50&fit=crop
241,Reinforcement Learning,3.5K reviews,"Skills you'll gain: Reinforcement Learning, Machine Learning, Sampling (Statistics), Machine Learning Algorithms, Artificial Intelligence, Deep Learning, Simulations, Solution Architecture, Artificial Intelligence and Machine Learning (AI/ML), Markov Model, Supervised Learning, Algorithms, Artificial Neural Networks, Performance Testing, Pseudocode, Linear Algebra, Probability Distribution, Debugging",https://www.coursera.org/specializations/reinforcement-learning,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/dc/b5498424c848f8bf2b471b23039b3b/RL-green-square-27-_1_.png?auto=format%2C%20compress%2C%20enhance&dpr=1&w=265&h=216&fit=crop&q=50
